id,order_id,user_id,product_id,inventory_item_id,status,created_at,sale_price,return_flag,cost,category,name,brand,retail_price,department,sku,distribution_center_id,first_name,last_name,email,age,gender,state,street_address,postal_code,city,country,latitude,longitude,traffic_source_x,traffic_source,price_margin,discount,is_discounted,order_day,return_probability
136292,94088,75182,15260,367354,Returned,2022-04-28 01:39:10 UTC,6.0,1,3.258000008761883,Plus,Metallic Mesh Scarf,Symphony Designs,6.0,Women,4E4F8804BF781C81EA45E97AECB24427,2,Jaclyn,Lee,jaclynlee@example.org,15,F,Maranhão,47537 Cohen Spring,65570-000,Araioses,Brasil,-2.948924747,-42.00033217,Email,Email,2.741999991238117,0.0,0,3.0,0.7052227185191349
150373,103821,82979,13616,405289,Returned,2022-04-25 04:22:44 UTC,6.0,1,2.6399999856948853,Accessories,Metallic Mesh Scarf,Symphony Designs,6.0,Women,EA415B5F7047769AAC77F70DF7226A85,2,Victoria,Lopez,victorialopez@example.com,19,F,Guangdong,338 Williams Mountain Suite 920,524400,Hangzhou,China,21.5874018,110.2941812,Search,Email,3.3600000143051147,0.0,0,0.0,0.6640264453761416
158956,109729,87789,12551,428466,Returned,2022-02-07 07:47:31 UTC,6.0,1,3.3119999952614307,Intimates,Maidenform Women's Bra Strap Holder,Maidenform,6.0,Women,8050F8F134054EFDDF34A0E90B21FCB4,9,Pamela,Torres,pamelatorres@example.org,14,F,Nordrhein-Westfalen,1916 Gregory Park Suite 396,58332,Schwelm,Germany,51.28437734,7.289642613,Search,Email,2.6880000047385693,0.0,0,0.0,0.6443540996372293
17027,11750,9367,13616,45809,Cancelled,2022-03-09 21:59:15 UTC,6.0,0,2.6399999856948853,Accessories,Metallic Mesh Scarf,Symphony Designs,6.0,Women,EA415B5F7047769AAC77F70DF7226A85,2,Christine,Kelly,christinekelly@example.net,35,F,Inner Mongolia Autonomous Region,500 Mosley Plain,10031,Shenzhen,China,40.74846617,111.6366525,Search,YouTube,3.3600000143051147,0.0,0,2.0,0.6703215187497286
57338,39582,31572,28785,154383,Cancelled,2022-05-15 16:50:52 UTC,6.0,0,2.627999983727932,Accessories,Classic Wayfarer Style Sunglasses Large Lens Size - Red,FASH Limited,6.0,Men,091B26E964B0E771FBCC107AAD43186E,1,William,Johnson,williamjohnson@example.net,23,M,Rio de Janeiro,23907 Emily Plain,28920,Cabo Frio,Brasil,-22.84072115,-42.02315019,Search,Email,3.372000016272068,0.0,0,6.0,0.6731514732371681
79655,54975,43788,13973,214536,Cancelled,2020-02-28 08:51:34 UTC,6.0,0,2.447999993339181,Accessories,Cashmere Like Viscose Super Soft Faux Pashmina Wrap,Symphony Designs,6.0,Women,5A0948634378D18B07E1615C0F953076,2,Heather,Alvarez,heatheralvarez@example.net,36,F,Shanghai,231 Howell Turnpike,200437,Hangzhou,China,31.29533914,121.5020463,Search,Adwords,3.552000006660819,0.0,0,4.0,0.6578325571795298
111243,76801,61131,12539,299672,Cancelled,2022-04-22 06:14:41 UTC,6.0,0,3.131999993696809,Intimates,Braza Petal Tops Nipple Covers Style 1140P,Braza,6.0,Women,B2BB9671F6BDA2005155A9078B6FCD07,8,Sarah,Smith,sarahsmith@example.net,25,F,Tianjin,7267 Rice Summit,300456,Beijing,China,39.00477917,117.7883818,Organic,YouTube,2.868000006303191,0.0,0,4.0,0.67264325066083
75762,52293,41665,12551,203992,Processing,2021-10-18 11:16:29 UTC,6.0,0,3.3119999952614307,Intimates,Maidenform Women's Bra Strap Holder,Maidenform,6.0,Women,8050F8F134054EFDDF34A0E90B21FCB4,9,Audrey,Miller,audreymiller@example.net,67,F,Tokyo,7348 Rosario Tunnel Suite 739,123-0864,Tokyo,Japan,35.78238391,139.7537816,Search,Adwords,2.6880000047385693,0.0,0,0.0,0.6538201676284686
59349,40968,32668,13842,159852,Complete,2021-06-07 02:46:19 UTC,6.25,0,2.518749990849756,Accessories,Low Profile Dyed Cotton Twill Cap - Navy W39S55D,MG,6.25,Women,EBD58B8A3F1D72F4206201DA62FB1204,1,Diane,Huerta,dianehuerta@example.net,46,F,District of Columbia,896 Mccann Cove Apt. 847,20010,Washington,United States,38.93284488,-77.02959055,Search,Adwords,3.731250009150244,0.0,0,0.0,0.6434545279581273
108809,75118,59748,9051,293129,Cancelled,2022-06-10 12:04:39.64386 UTC,6.5,0,2.7104999963194127,Socks & Hosiery,Glittery Ruched-top Stir Up Knee High/Leg Warmer,Angelina,6.5,Women,F9209B7866C9F69823201C1732CC8645,8,Rebecca,Allen,rebeccaallen@example.net,12,F,Texas,56130 William Street,75093,Plano,United States,33.03536401,-96.81000928,Organic,Adwords,3.7895000036805873,0.0,0,,0.674990945145782
80245,55360,44093,9051,216110,Processing,2021-11-20 13:37:51 UTC,6.5,0,2.7104999963194127,Socks & Hosiery,Glittery Ruched-top Stir Up Knee High/Leg Warmer,Angelina,6.5,Women,F9209B7866C9F69823201C1732CC8645,8,Katherine,James,katherinejames@example.org,47,F,Chungcheongnam-do,032 Stevenson Roads,336-852,Asan City,South Korea,36.77197546,127.0529207,Search,Adwords,3.7895000036805873,0.0,0,5.0,0.6720851791576813
74785,51619,41128,12690,201354,Shipped,2022-02-21 18:22:42 UTC,7.0,0,3.688999995123595,Intimates,Solutions That Stick Brah Bra Extenders,Solutions That Stick,7.0,Women,9FA8671D6D5F2796100BBD67ECA81450,2,Becky,Rogers,beckyrogers@example.net,39,F,Jiangsu,0324 Sabrina Plains Apt. 588,210015,Guangzhou,China,32.11006668,118.7664394,Search,Adwords,3.311000004876405,0.0,0,0.0,0.689969702364557
100681,69504,55347,12690,271127,Shipped,2022-03-29 12:01:21 UTC,7.0,0,3.688999995123595,Intimates,Solutions That Stick Brah Bra Extenders,Solutions That Stick,7.0,Women,9FA8671D6D5F2796100BBD67ECA81450,2,Christina,Ramos,christinaramos@example.com,45,F,Colorado,73674 Schaefer Flats,80126,Highlands Ranch,United States,39.53979184,-104.9621426,Search,Email,3.311000004876405,0.0,0,1.0,0.6827931890383756
84857,58521,46624,12554,228519,Complete,2020-05-08 12:24:48 UTC,7.0,0,3.997000003233552,Intimates,Maidenform Women's Elastic Bra Strap Holder,Maidenform,7.0,Women,6644CB08D30B2CA55C284344A9750C2E,9,Brooke,Ward,brookeward@example.org,40,F,Guangdong,464 Taylor Views,518114,Dandong,China,22.64082573,114.1463133,Facebook,Facebook,3.002999996766448,0.0,0,4.0,0.6427080850853311
97064,66983,53315,12690,261401,Complete,2021-03-03 05:34:51 UTC,7.0,0,3.688999995123595,Intimates,Solutions That Stick Brah Bra Extenders,Solutions That Stick,7.0,Women,9FA8671D6D5F2796100BBD67ECA81450,2,Lisa,Juarez,lisajuarez@example.org,46,F,Shaanxi,6798 Nancy Well Apt. 468,713199,Dalian,China,34.29449413,108.4974964,Organic,Email,3.311000004876405,0.0,0,2.0,0.6759442284143159
101814,70329,55971,8935,274200,Complete,2021-10-02 22:58:44 UTC,7.0,0,2.8769999891519547,Socks & Hosiery,HUE Women's Flat Knit Knee Sock,HUE,7.0,Women,313E98866F7643ECDBF07E2BA4CFC55B,2,Taylor,Harris,taylorharris@example.com,23,F,Qinghai,98670 Jennifer Creek Suite 853,810103,Taizhou,China,36.91512916,101.7296738,Search,Adwords,4.123000010848045,0.0,0,5.0,0.6587259696530344
165367,114160,91331,12690,445794,Complete,2022-01-12 16:30:20 UTC,7.0,0,3.688999995123595,Intimates,Solutions That Stick Brah Bra Extenders,Solutions That Stick,7.0,Women,9FA8671D6D5F2796100BBD67ECA81450,2,Natalie,Randall,natalierandall@example.com,21,F,California,8826 David Port Suite 560,93550,Palmdale,United States,34.41433214,-118.0937916,Search,Email,3.311000004876405,0.0,0,2.0,0.712389711897031
88515,61073,48712,12690,238409,Returned,2021-08-15 06:12:51 UTC,7.0,1,3.688999995123595,Intimates,Solutions That Stick Brah Bra Extenders,Solutions That Stick,7.0,Women,9FA8671D6D5F2796100BBD67ECA81450,2,Joyce,Rogers,joycerogers@example.org,69,F,Florida,608 Bradley Plains Apt. 466,33755,Clearwater,United States,27.98075312,-82.78228853,Search,Email,3.311000004876405,0.0,0,6.0,0.731998834010348
61227,42248,33730,12690,164880,Cancelled,2021-07-01 16:31:29 UTC,7.0,0,3.688999995123595,Intimates,Solutions That Stick Brah Bra Extenders,Solutions That Stick,7.0,Women,9FA8671D6D5F2796100BBD67ECA81450,2,Patricia,Moyer,patriciamoyer@example.org,37,F,Wallonia,5430 Amanda Squares Suite 956,6200,Châtelet,Belgium,50.39701829,4.522224415,Search,Adwords,3.311000004876405,0.0,0,3.0,0.7207657458867502
117614,81172,64702,12554,316872,Cancelled,2021-01-13 03:15:40 UTC,7.0,0,3.997000003233552,Intimates,Maidenform Women's Elastic Bra Strap Holder,Maidenform,7.0,Women,6644CB08D30B2CA55C284344A9750C2E,9,Elizabeth,Perez,elizabethperez@example.net,57,F,Arizona,6988 Elijah Tunnel Apt. 604,85033,Phoenix,United States,33.49412256,-112.2118894,Email,Adwords,3.002999996766448,0.0,0,2.0,0.65272292703346
120438,83105,66252,12567,324430,Cancelled,2022-05-30 16:42:24 UTC,7.0,0,3.919999990612269,Intimates,Maidenform Women's 5/8 Inch Wide Bra Straps,Maidenform,7.0,Women,81E4FE932E45BBBC10CFCE7FFB67162E,9,Catherine,Ramsey,catherineramsey@example.com,60,F,California,8689 Steven Street Apt. 553,92595,Wildomar,United States,33.62108805,-117.2639164,Search,YouTube,3.080000009387731,0.0,0,0.0,0.6482143754760697
1957,1309,1029,12567,5280,Processing,2021-05-31 06:12:34 UTC,7.0,0,3.919999990612269,Intimates,Maidenform Women's 5/8 Inch Wide Bra Straps,Maidenform,7.0,Women,81E4FE932E45BBBC10CFCE7FFB67162E,9,Jessica,Johnson,jessicajohnson@example.net,27,F,Chongqing,14004 Michael Cliffs Suite 081,401120,Dongguan,China,29.679406,106.6375609,Search,Adwords,3.080000009387731,0.0,0,0.0,0.6819984881798002
66509,45903,36609,12567,179092,Processing,2019-12-02 10:33:15 UTC,7.0,0,3.919999990612269,Intimates,Maidenform Women's 5/8 Inch Wide Bra Straps,Maidenform,7.0,Women,81E4FE932E45BBBC10CFCE7FFB67162E,9,Alyssa,Riley,alyssariley@example.net,56,F,Shandong,2261 Benjamin Place Suite 465,266299,Shanghai,China,36.38377751,120.4703274,Search,Email,3.080000009387731,0.0,0,0.0,0.6725602824985304
169309,116888,93516,12665,456448,Processing,2021-11-19 01:19:11 UTC,7.0,0,3.814999992959201,Intimates,Braza Clear Adjustable Bra Straps,Braza,7.0,Women,EEF15E7066DEB4F1A7A6C1E2D24EDA9E,8,Taylor,Roberts,taylorroberts@example.org,22,F,Daegu Metropolitan City,22825 John Groves Apt. 274,704-320,Daegu Metropolitan City,South Korea,35.83019895,128.5088394,Search,Adwords,3.185000007040799,0.0,0,4.0,0.6663614200117648
131804,90977,72652,12527,355256,Shipped,2021-09-07 00:32:44 UTC,7.5,0,3.757500001229346,Intimates,Maidenform Women's 4 Hook Bra Extender,Maidenform,7.5,Women,FF2FFDC47AEF555A0D07796F282B8659,9,Melissa,Smith,melissasmith@example.org,42,F,São Paulo,3475 Vincent Locks Suite 869,02675-031,São Paulo,Brasil,-23.47256155,-46.74656621,Facebook,Email,3.742499998770654,0.0,0,1.0,0.6749036705526799
9335,6408,5114,9505,25112,Returned,2021-07-01 05:56:17 UTC,7.5,1,2.7224999852478504,Socks & Hosiery,Hanes Alive - Full Support Sheer Knee-High Pantyhose,Hanes,7.5,Women,CFDEA3ADA9E5646068D4288F9B9AD0DE,3,Dana,Freeman,danafreeman@example.com,52,F,District of Columbia,617 Rodriguez Field,20007,Washington,United States,38.91275287,-77.07751905,Search,Email,4.77750001475215,0.0,0,3.0,0.6464388937092932
20605,14236,11290,12527,55448,Processing,2022-06-05 21:37:29.029256 UTC,7.5,0,3.757500001229346,Intimates,Maidenform Women's 4 Hook Bra Extender,Maidenform,7.5,Women,FF2FFDC47AEF555A0D07796F282B8659,9,Carmen,Rodriguez,carmenrodriguez@example.com,47,F,California,19519 Ryan Valley Suite 771,93555,Ridgecrest,United States,35.58540852,-117.6904156,Search,Email,3.742499998770654,0.0,0,,0.6432552035574911
58416,40341,32164,12527,157320,Processing,2021-05-20 16:33:20 UTC,7.5,0,3.757500001229346,Intimates,Maidenform Women's 4 Hook Bra Extender,Maidenform,7.5,Women,FF2FFDC47AEF555A0D07796F282B8659,9,Jamie,Rowe,jamierowe@example.net,63,F,Shanghai,58971 Joshua Dam Apt. 958,201824,Beijing,China,31.24633439,121.3579749,Search,Email,3.742499998770654,0.0,0,3.0,0.6530724564729036
27411,18936,14997,12596,73790,Shipped,2022-04-11 08:29:52 UTC,8.0,0,4.519999995827674,Intimates,Maidenform Women's 4 Piece Racer Back Clips,Maidenform,8.0,Women,CAA0BD048DD3104968CBE5082662AF42,9,Jasmine,Green,jasminegreen@example.com,35,F,Andalucía,873 Clark Cliffs Apt. 207,18800,Baza,Spain,37.41160112,-2.775542801,Search,Adwords,3.480000004172326,0.0,0,0.0,0.6775327219710678
91440,63072,50279,12531,246304,Shipped,2021-11-09 11:59:37 UTC,8.0,0,4.479999989271164,Intimates,Maidenform Women's Low Back Bra Converter,Maidenform,8.0,Women,4BCD537B6C034E297F0030CF08887426,9,Holly,Sosa,hollysosa@example.org,15,F,São Paulo,871 Jose Place Apt. 148,09925-000,Diadema,Brasil,-23.67169569,-46.61932074,Search,Email,3.520000010728836,0.0,0,1.0,0.6786216225881714
114790,79189,63058,12596,309239,Shipped,2020-01-01 15:08:17 UTC,8.0,0,4.519999995827674,Intimates,Maidenform Women's 4 Piece Racer Back Clips,Maidenform,8.0,Women,CAA0BD048DD3104968CBE5082662AF42,9,Lisa,Smith,lisasmith@example.net,36,F,Wallonia,20321 Ortiz Lodge,4100,Seraing,Belgium,50.58285419,5.512156296,Search,Email,3.480000004172326,0.0,0,2.0,0.6472492790049059
115516,79704,63486,12596,311208,Shipped,2022-04-12 01:07:16 UTC,8.0,0,4.519999995827674,Intimates,Maidenform Women's 4 Piece Racer Back Clips,Maidenform,8.0,Women,CAA0BD048DD3104968CBE5082662AF42,9,Angela,Perez,angelaperez@example.org,41,F,Guangdong,8645 Martinez Points,518129,Foshan,China,22.65217287,114.0749646,Display,Email,3.480000004172326,0.0,0,1.0,0.668983016040387
174796,120654,96499,12531,471235,Shipped,2021-12-31 10:22:39 UTC,8.0,0,4.479999989271164,Intimates,Maidenform Women's Low Back Bra Converter,Maidenform,8.0,Women,4BCD537B6C034E297F0030CF08887426,9,Erica,Perry,ericaperry@example.net,50,F,Henan,626 Kristin Stream Apt. 610,471023,Guangzhou,China,34.57182459,112.4594009,Search,Email,3.520000010728836,0.0,0,4.0,0.6657275763738308
46217,31905,25438,12584,124364,Complete,2020-05-09 08:46:18 UTC,8.0,0,4.6400000005960464,Intimates,Maidenform Women's 5 Pair Underarm Dress Shield,Maidenform,8.0,Women,5CBA6E74E996A4B1D7534B6BDC8EE5F6,9,Michelle,Lara,michellelara@example.com,15,F,England,1220 Fry Stream Suite 465,GL6,Painswick,United Kingdom,51.74726606,-2.16662349,Facebook,Email,3.3599999994039536,0.0,0,5.0,0.6587165001020848
52271,36058,28730,15728,140705,Complete,2022-03-04 11:04:02 UTC,8.0,0,3.856000006198883,Plus,Breast Cancer Pashmina,Symphony Designs,8.0,Women,57D2108C6EFD565D5BD6B27E4C7E747A,2,Andrea,Barnes,andreabarnes@example.com,54,F,Nordrhein-Westfalen,58833 Winters Alley Suite 748,32312,Lübbecke,Germany,52.30971318,8.621339261,Search,Email,4.143999993801117,0.0,0,4.0,0.661947717849512
76965,53115,42319,12584,207256,Complete,2022-03-23 11:30:21 UTC,8.0,0,4.6400000005960464,Intimates,Maidenform Women's 5 Pair Underarm Dress Shield,Maidenform,8.0,Women,5CBA6E74E996A4B1D7534B6BDC8EE5F6,9,Debra,Roberts,debraroberts@example.net,47,F,England,86458 Jenkins Avenue Apt. 323,SK7,Hazel Grove,United Kingdom,53.36361562,-2.141994708,Search,Adwords,3.3599999994039536,0.0,0,2.0,0.6621612696234213
135189,93314,74583,12531,364395,Complete,2021-09-05 01:22:35 UTC,8.0,0,4.479999989271164,Intimates,Maidenform Women's Low Back Bra Converter,Maidenform,8.0,Women,4BCD537B6C034E297F0030CF08887426,9,Sandra,Brown,sandrabrown@example.net,45,F,California,311 Ralph Springs Apt. 539,92154,San Diego,United States,32.57101268,-116.990731,Search,Adwords,3.520000010728836,0.0,0,6.0,0.6527976682710103
178512,123212,98613,12596,481275,Complete,2022-06-01 08:40:36 UTC,8.0,0,4.519999995827674,Intimates,Maidenform Women's 4 Piece Racer Back Clips,Maidenform,8.0,Women,CAA0BD048DD3104968CBE5082662AF42,9,Lisa,Jimenez,lisajimenez@example.org,15,F,Tennessee,24945 Christopher Pass Suite 170,37814,Morristown,United States,36.23607811,-83.33107913,Search,Adwords,3.480000004172326,0.0,0,2.0,0.6765165530774849
24843,17197,13652,15728,66873,Returned,2021-02-25 03:36:41 UTC,8.0,1,3.856000006198883,Plus,Breast Cancer Pashmina,Symphony Designs,8.0,Women,57D2108C6EFD565D5BD6B27E4C7E747A,2,Erica,Hernandez,ericahernandez@example.com,46,F,Guangxi Zhuang Autonomous Region,827 Ashley Harbors,545021,Wuhan,China,24.38800006,109.4219423,Search,Adwords,4.143999993801117,0.0,0,3.0,0.6637262124885742
33498,23147,18369,15728,90205,Returned,2022-05-24 12:54:44 UTC,8.0,1,3.856000006198883,Plus,Breast Cancer Pashmina,Symphony Designs,8.0,Women,57D2108C6EFD565D5BD6B27E4C7E747A,2,Amy,Page,amypage@example.com,18,F,Minas Gerais,6241 Benjamin Extensions Suite 897,35588-000,Arcos,Brasil,-20.26080665,-45.54724265,Search,YouTube,4.143999993801117,0.0,0,1.0,0.6987074927848262
42255,29151,23232,15545,113776,Returned,2022-03-22 14:03:14 UTC,8.0,1,4.256000012159348,Plus,Ivory Hand Made Knit Headband With Flower Detail,Luxury Divas,8.0,Women,C7DEC8E09376BF8E859D022AC42037B6,1,Jennifer,Smith,jennifersmith@example.org,54,F,Alabama,837 Margaret Pine,36608,Mobile,United States,30.68053087,-88.29475118,Search,Adwords,3.7439999878406516,0.0,0,1.0,0.6980819784112823
156857,108262,86595,12596,422791,Returned,2022-05-21 07:25:48 UTC,8.0,1,4.519999995827674,Intimates,Maidenform Women's 4 Piece Racer Back Clips,Maidenform,8.0,Women,CAA0BD048DD3104968CBE5082662AF42,9,Nancy,Mullins,nancymullins@example.net,31,F,England,445 Andrew Coves Suite 027,NN4,Northampton,United Kingdom,52.2143836,-0.8902739178,Search,Adwords,3.480000004172326,0.0,0,5.0,0.6651391932344454
174079,120162,96096,12606,469311,Returned,2021-04-29 15:48:41 UTC,8.0,1,4.07199999690056,Intimates,Maidenform Women's Bra Pocket,Maidenform,8.0,Women,4D91E93C7905243A769485162B66E3DC,9,Alexandria,Deleon,alexandriadeleon@example.net,66,F,Hunan,402 Dawn Turnpike Apt. 856,414000,Barin Guo Yu Mongolu Autonomous Prefecture,China,29.40515807,113.0835187,Search,Email,3.9280000030994398,0.0,0,3.0,0.6615889402090223
14100,9690,7729,12606,37927,Cancelled,2020-04-11 00:34:43 UTC,8.0,0,4.07199999690056,Intimates,Maidenform Women's Bra Pocket,Maidenform,8.0,Women,4D91E93C7905243A769485162B66E3DC,9,Ashley,Bennett,ashleybennett@example.com,49,F,Kyoto,4748 Lee Fords,610-0343,Kyotanabe City,Japan,34.83491906,135.7460648,Search,Adwords,3.9280000030994398,0.0,0,5.0,0.7214942865283933
24779,17152,13615,15728,66700,Cancelled,2022-02-05 01:49:09 UTC,8.0,0,3.856000006198883,Plus,Breast Cancer Pashmina,Symphony Designs,8.0,Women,57D2108C6EFD565D5BD6B27E4C7E747A,2,Jessica,Williams,jessicawilliams@example.com,57,F,Rio de Janeiro,78414 Wong Port,25213-005,Duque de Caxias,Brasil,-22.72447959,-43.28691644,Search,Adwords,4.143999993801117,0.0,0,5.0,0.6954210915997519
26958,18616,14739,6128,72578,Processing,2021-01-11 21:40:51 UTC,8.0,0,4.656000018119812,Leggings,Just My Size Comfort Top Capri,Just My Size,8.0,Women,B72A5A099433A2099FC3D92F6AD3ACCF,5,Amy,York,amyyork@example.com,47,F,Florida,13822 Daugherty Greens,33406,Lake Clarke Shores,United States,26.65965162,-80.08955924,Search,Email,3.343999981880188,0.0,0,0.0,0.6560774406399299
39666,27357,21782,15728,106786,Processing,2021-07-16 17:07:15 UTC,8.0,0,3.856000006198883,Plus,Breast Cancer Pashmina,Symphony Designs,8.0,Women,57D2108C6EFD565D5BD6B27E4C7E747A,2,Briana,Johnson,brianajohnson@example.net,67,F,Hebei,586 Thompson Forest,55150,Suzhou,China,37.17643721,114.6691377,Search,Adwords,4.143999993801117,0.0,0,4.0,0.6440703628692598
162345,112098,89669,12596,437666,Processing,2021-11-26 11:25:16 UTC,8.0,0,4.519999995827674,Intimates,Maidenform Women's 4 Piece Racer Back Clips,Maidenform,8.0,Women,CAA0BD048DD3104968CBE5082662AF42,9,Sierra,Campos,sierracampos@example.org,23,F,Guangdong,044 Joshua Turnpike,525447,Yongzhou,China,21.49969296,111.2290984,Search,Facebook,3.480000004172326,0.0,0,4.0,0.6453233419022684
171028,118075,94480,12584,461114,Processing,2021-09-28 02:44:23 UTC,8.0,0,4.6400000005960464,Intimates,Maidenform Women's 5 Pair Underarm Dress Shield,Maidenform,8.0,Women,5CBA6E74E996A4B1D7534B6BDC8EE5F6,9,Amanda,Clay,amandaclay@example.net,51,F,Minas Gerais,43120 Mark Ports Apt. 988,35162,Ipatinga,Brasil,-19.47234715,-42.57023946,Search,Email,3.3599999994039536,0.0,0,1.0,0.6645917220425687
180186,124396,99584,12596,485824,Processing,2022-05-27 22:54:38 UTC,8.0,0,4.519999995827674,Intimates,Maidenform Women's 4 Piece Racer Back Clips,Maidenform,8.0,Women,CAA0BD048DD3104968CBE5082662AF42,9,Sheila,Moore,sheilamoore@example.net,35,F,Daejeon,58241 Jackie Mills,300-131,Daejeon,South Korea,36.31628013,127.4704394,Search,Adwords,3.480000004172326,0.0,0,4.0,0.7259857941388836
68210,47103,37552,9456,183640,Shipped,2020-09-22 14:10:29 UTC,9.0,0,3.716999989002943,Socks & Hosiery,Ozone Design Women's Graffiti Sock-W,Ozone,9.0,Women,E804A3E088D734B12A3A2ACFFB77F37A,5,Kaitlyn,Adams,kaitlynadams@example.org,14,F,Guangxi Zhuang Autonomous Region,75573 Timothy Club Suite 330,530000,Tianjin,China,22.80973661,108.3207993,Search,Adwords,5.283000010997057,0.0,0,1.0,0.6565194160177004
79434,54827,43668,11022,213944,Shipped,2022-06-06 10:11:35 UTC,9.0,0,4.355999993160367,Intimates,100% Stretch Nylon Cheerleading Low-Rise Brief Trunks,Cheerleading Company,9.0,Women,0BCD25B83E703478C74C9F575039F3F1,9,Holly,Graham,hollygraham@example.net,70,F,Florida,730 Nicole Corner Suite 573,32159,Lady Lake,United States,28.9246099,-81.90150219,Search,Adwords,4.644000006839633,0.0,0,0.0,0.6915673075927147
